entity_id,name,category_raw,address_clean,postcode_digits,county,city_market,lat,lon,website,phones,emails,maps_url,open_status_norm,working_hours,facebook,instagram,whatsapp,youtube,tiktok
LDI1-RO-FI-TT5T-2HPX-42,18GYM Marasti 21 Decembrie Cluj Napoca,Sală de fitness,"Bulevardul 21 Decembrie 1989 95-97, Cluj-napoca",400124,Cluj,Cluj-Napoca,46.7773911,23.6081309,https://18gym.ro/cluj-napoca/,+40757173703,,https://www.google.com/maps/place/18GYM+Marasti+21+Decembrie+Cluj+Napoca/data=!4m7!3m6!1s0x47490d1c8893852f:0x3fb7308422709c3b!8m2!3d46.7773911!4d23.6081309!16s%2Fg%2F11stnw4zw4!19sChIJL4WTiBwNSUcRO5xwIoQwtz8?authuser=0&hl=ro&rclk=1,open,,,,,,
LDI1-RO-FI-1X8C-88RD-51,BASE - Barbell Club,Sală de fitness,"Strada Henri Barbusse 59-61, Cluj-napoca",400394,Cluj,Cluj-Napoca,46.7842808,23.6086035,https://www.basestudio.ro/,+40747293744,,https://www.google.com/maps/place/BASE+-+Barbell+Club/data=!4m7!3m6!1s0x47490df3e1104541:0x60b21f4a6ae8dd9a!8m2!3d46.7842808!4d23.6086035!16s%2Fg%2F11tcg87gg_!19sChIJQUUQ4fMNSUcRmt3oakofsmA?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–14; duminică: Închis; luni: 06:30–21; marți: 06:30–21; miercuri: 06:30–21; joi: 06:30–21; vineri: 06:30–21,,,,,
LDI1-RO-FI-1954-KQGS-10,Be Strong Studio,Sală de fitness,"Strada Tăietura Turcului 3, Cluj-napoca",400285,Cluj,Cluj-Napoca,46.7735157,23.5614783,,+40756306702,,https://www.google.com/maps/place/Be+Strong+Studio/data=!4m7!3m6!1s0x47490feaa8473249:0x21fe3431ebad86ee!8m2!3d46.7735157!4d23.5614783!16s%2Fg%2F11vpg8nj2p!19sChIJSTJHqOoPSUcR7oat6zE0_iE?authuser=0&hl=ro&rclk=1,open,sâmbătă: Închis; duminică: Închis; luni: 08–22; marți: 08–22; miercuri: 08–22; joi: 08–22; vineri: 08–22,,,,,
LDI1-RO-FI-1CSV-PQDY-37,Big Fitness,Sală de fitness,"Strada Bucegi 19, Cluj-napoca",400667,Cluj,Cluj-Napoca,46.7548904,23.5599193,https://www.bigfitness.ro/big-programari/,+40735890000,,https://www.google.com/maps/place/Big+Fitness/data=!4m7!3m6!1s0x47490e655be92473:0x213991793a929ffd!8m2!3d46.7548904!4d23.5599193!16s%2Fg%2F1tvt93q5!19sChIJcyTpW2UOSUcR_Z-SOnmROSE?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–18; duminică: 10–17; luni: 06–22; marți: 06–22; miercuri: 06–22; joi: 06–22; vineri: 06–22,,,,,
LDI1-RO-FI-AV46-JA1R-63,ESX Abonamente Săli,Sală de fitness,"Calea Floreasca 169X, Bucuresti",014459,Bucuresti,București,44.4772645,26.1012773,https://www.esx.ro/,,,https://www.google.com/maps/place/ESX+Abonamente+S%C4%83li/data=!4m7!3m6!1s0x40b1ffb4d741a053:0xa70ab3056fb61685!8m2!3d44.4772645!4d26.1012773!16s%2Fg%2F11gr6rjzsl!19sChIJU6BB17T_sUARhRa2bwWzCqc?authuser=0&hl=ro&rclk=1,open,sâmbătă: Deschis 24 de ore; duminică: Deschis 24 de ore; luni: Deschis 24 de ore; marți: Deschis 24 de ore; miercuri: Deschis 24 de ore; joi: Deschis 24 de ore; vineri: Deschis 24 de ore,https://www.facebook.com/esxabonamentesali,https://www.instagram.com/esx.ro,,https://www.youtube.com/c/ESX-RO,
LDI1-RO-FI-AHS4-DMDZ-37,Urban Fitness & Gym,Sală de fitness,"Șoseaua Sălaj 363, Bucuresti",051899,Bucuresti,București,44.3871737,26.0608439,https://www.urbangym.ro/contact/,+40756779576,office@urbangym.ro,https://www.google.com/maps/place/Urban+Fitness+%26+Gym/data=!4m7!3m6!1s0x40b1ff58743df88b:0x1f8424330a6b24f8!8m2!3d44.3871737!4d26.0608439!16s%2Fg%2F11jh6c8dly!19sChIJi_g9dFj_sUAR-CRrCjMkhB8?authuser=0&hl=ro&rclk=1,open,sâmbătă: 08–20; duminică: 10–18; luni: 07–23; marți: 07–23; miercuri: 07–23; joi: 07–23; vineri: 07–23,https://www.facebook.com/urbangym.ro,https://www.instagram.com/urbangym.ro,,,
LDI1-RO-FI-1N9S-7V5C-21,Sala Fitness Floreasca GYM - Dorobanti,Sală de fitness,"Strada Frederic Chopin 12, București",014192,Bucuresti,București,44.4621476,26.1059935,https://www.fitnessfloreasca.ro/contact.html,+40735145548,contact@fitnessfloreasca.ro,https://www.google.com/maps/place/Sala+Fitness+Floreasca+GYM+-+Dorobanti/data=!4m7!3m6!1s0x40b1f8a41c499255:0x293e4c5b52288278!8m2!3d44.4621476!4d26.1059935!16s%2Fg%2F11c58svyvl!19sChIJVZJJHKT4sUAReIIoUltMPik?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–14; duminică: 09–14; luni: 06–22; marți: 06–22; miercuri: 06–22; joi: 06–22; vineri: 06–22,https://www.facebook.com/floreascafitnessclub,,https://api.whatsapp.com/send?phone=40735145548&text=Salut,,
LDI1-RO-FI-1XY5-T0HW-36,Downtown Fitness Obor,Sală de fitness,"Aleea Câmpul Moşilor, Bucuresti",021202,Bucuresti,București,44.4502806,26.1276169,https://downtownfitness.ro/,+40733412100,hello@downtownfitness.ro,https://www.google.com/maps/place/Downtown+Fitness+Obor/data=!4m7!3m6!1s0x40b1f94eb8359db7:0x4f86835ddbb22462!8m2!3d44.4502806!4d26.1276169!16s%2Fg%2F11j1hx2kr1!19sChIJt501uE75sUARYiSy212Dhk8?authuser=0&hl=ro&rclk=1,open,sâmbătă: 08–20; duminică: 08–20; luni: 06–22:30; marți: 06–22:30; miercuri: 06–22:30; joi: 06–22:30; vineri: 06–22:30,https://www.facebook.com/DownTownBucuresti,https://www.instagram.com/downtownfitness.ro,,https://www.youtube.com/@downtownfitnessbucuresti,
LDI1-RO-FI-WT9Y-QFP1-73,Stay Fit Gym,Sală de fitness,"Șoseaua Nicolae Titulescu 171, Bucuresti",011138,Bucuresti,București,44.4506277,26.0708156,https://stayfit.ro/,+40754450828,,https://www.google.com/maps/place/Stay+Fit+Gym/data=!4m7!3m6!1s0x40b201f09874687d:0x6866a3a8314d6ed3!8m2!3d44.4506277!4d26.0708156!16s%2Fg%2F113hwppjc!19sChIJfWh0mPABskAR025NMaijZmg?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–19; duminică: 09–19; luni: 07–23; marți: 07–23; miercuri: 07–23; joi: 07–23; vineri: 07–23,,,,,
LDI1-RO-FI-1FGE-6RFS-18,Best Fitness Gym,Sală de fitness,"Strada Valea Oltului 199-201, Bucuresti",000000,Bucuresti,București,44.4238835,26.0111758,https://bestfitness.ro/,+40727833685,,https://www.google.com/maps/place/Best+Fitness+Gym/data=!4m7!3m6!1s0x40b200505aa97c33:0x148bbb22c4a467e0!8m2!3d44.4238835!4d26.0111758!16s%2Fg%2F11b7cgdrqb!19sChIJM3ypWlAAskAR4GekxCK7ixQ?authuser=0&hl=ro&rclk=1,open,sâmbătă: 10–16; duminică: 10–16; luni: 09–23; marți: 09–23; miercuri: 09–23; joi: 09–23; vineri: 09–23,https://www.facebook.com/Bestfitnessgym,https://instagram.com/bestfitnessgymbfg,,,
